NO,KODE ACCURATE,NAMA BARANG,UPC/BARCODE,NAMA KATEGORI,NAMA BRAND,STATUS,STOK
1993,2504000098,NEW KEYBOARD FANTECH ATOM104 MK886V2 SUMI EDITION RGB GREY - BLUE SWITCH,6972661280050,KEYBOARD GAMING WIRED,FANTECH,TIDAK,0
1994,2504000099,NEW KEYBOARD FANTECH ATOM104 MK886V2 SUMI EDITION RGB GREY - RED SWITCH,6972661280043,KEYBOARD GAMING WIRED,FANTECH,TIDAK,3
1995,2504000507,NEW KEYBOARD FANTECH ATOM96 MK890V2 MIZU SERIES NAVY BLUE - RED SWITCH,,KEYBOARD GAMING WIRED,FANTECH,TIDAK,1
1996,2504000506,NEW KEYBOARD FANTECH ATOM96 MK890V2 MIZU SERIES NAVY BLUE - BLUE SWITCH,,KEYBOARD GAMING WIRED,FANTECH,TIDAK,1
1997,2504000508,NEW KEYBOARD FANTECH ATOM96 MK890V2 MIZU SERIES SKY BLUE - BLUE SWITCH,,KEYBOARD GAMING WIRED,FANTECH,TIDAK,0
1998,2504000509,NEW KEYBOARD FANTECH ATOM96 MK890V2 MIZU SERIES SKY BLUE - RED SWITCH,6972661281156,KEYBOARD GAMING WIRED,FANTECH,TIDAK,0
1999,2503000669,NEW KEYBOARD FANTECH ATOM PRO63 MK912 MERCURY BLACK - BLUE SWITCH,2503000669,KEYBOARD GAMING WIRELESS,FANTECH,TIDAK,4
2000,2503000219,NEW KEYBOARD FANTECH ATOM PRO63 MK912 MERCURY BLACK - RED SWITCH,6972661285543,KEYBOARD GAMING WIRELESS,FANTECH,TIDAK,1
2001,2504000087,NEW KEYBOARD FANTECH ATOM PRO63 MK912 SATURN GREY  - BLUE SWITCH,6972661285574,KEYBOARD GAMING WIRELESS,FANTECH,TIDAK,3
2002,2504000088,NEW KEYBOARD FANTECH ATOM PRO63 MK912 SATURN GREY - RED SWITCH,6972661285567,KEYBOARD GAMING WIRELESS,FANTECH,TIDAK,1
2003,2503000237,NEW KEYBOARD FANTECH ATOM PRO79 MK917 BLACK - BLUE SWITCH,6977052251299,KEYBOARD GAMING WIRELESS,FANTECH,TIDAK,12
2004,2505000231,NEW KEYBOARD FANTECH ATOM PRO79 MK917 BLACK - RED SWITCH,6977052251305,KEYBOARD GAMING WIRELESS,FANTECH,TIDAK,6
2005,2503000238,NEW KEYBOARD FANTECH ATOM PRO79 MK917 WHITE - BLUE SWITCH,6972661281279,KEYBOARD GAMING WIRELESS,FANTECH,TIDAK,16
2006,2505000232,NEW KEYBOARD FANTECH ATOM PRO79 MK917 WHITE - RED SWITCH,6977052251275,KEYBOARD GAMING WIRELESS,FANTECH,TIDAK,12
2007,2510000037,NEW KEYBOARD FANTECH ATOM X63 MK611 BLUE WHITE - ROSIE SWITCH,6977052252173,KEYBOARD GAMING WIRED,FANTECH,TIDAK,9
2008,2510000038,NEW KEYBOARD FANTECH ATOM X63 MK611 BLUE WHITE - TARO SWITCH,6977052252166,KEYBOARD GAMING WIRED,FANTECH,TIDAK,13
2009,2510000039,NEW KEYBOARD FANTECH ATOM X63 MK611 WHITE BLUE - ROSIE SWITCH,6977052252159,KEYBOARD GAMING WIRED,FANTECH,TIDAK,9
2010,2510000040,NEW KEYBOARD FANTECH ATOM X63 MK611 WHITE BLUE - TARO SWITCH,6977052252142,KEYBOARD GAMING WIRED,FANTECH,TIDAK,11
2011,2504000104,NEW KEYBOARD FANTECH ATOM63 MK874V2 BLACK BLUE WHITE - BLUE SWITCH,6977052250407,KEYBOARD GAMING WIRED,FANTECH,TIDAK,1
2012,2504000105,NEW KEYBOARD FANTECH ATOM63 MK874V2 BLACK BLUE WHITE - RED SWITCH,6977052250391,KEYBOARD GAMING WIRED,FANTECH,TIDAK,6
2013,2504000106,NEW KEYBOARD FANTECH ATOM63 MK874V2 BLACK WHITE BLUE - BLUE SWITCH,6977052250421,KEYBOARD GAMING WIRED,FANTECH,TIDAK,0
2014,2504000107,NEW KEYBOARD FANTECH ATOM63 MK874V2 BLACK WHITE BLUE - RED SWITCH,6977052250414,KEYBOARD GAMING WIRED,FANTECH,TIDAK,2
2015,2503000235,NEW KEYBOARD FANTECH ATOM PRO97 MK918 BLACK - BLUE SWITCH,6977052251336,KEYBOARD GAMING WIRELESS,FANTECH,TIDAK,0
2016,2504000102,NEW KEYBOARD FANTECH ATOM PRO97 MK918 BLACK - RED SWITCH,6977052251343,KEYBOARD GAMING WIRELESS,FANTECH,TIDAK,0
2017,2503000236,NEW KEYBOARD FANTECH ATOM PRO97 MK918 WHITE - BLUE SWITCH,6977052251312,KEYBOARD GAMING WIRELESS,FANTECH,TIDAK,0
2018,2504000103,NEW KEYBOARD FANTECH ATOM PRO97 MK918 WHITE - RED SWITCH,6977052251329,KEYBOARD GAMING WIRELESS,FANTECH,TIDAK,1
2019,2503000239,NEW KEYBOARD FANTECH MK916 MAXFIT AIR GREY - BROWN SWITCH,,KEYBOARD GAMING WIRELESS,FANTECH,TIDAK,0
2020,2504000337,NEW KEYBOARD FANTECH MK916 MAXFIT AIR GREY - RED SWITCH,,KEYBOARD GAMING WIRELESS,FANTECH,TIDAK,0
2021,2504000091,NEW KEYBOARD FANTECH ATOM81 MK875V2 NAVY BLUE - BLUE SWITCH,,KEYBOARD GAMING WIRELESS,FANTECH,TIDAK,0
2022,2504000092,NEW KEYBOARD FANTECH ATOM81 MK875V2 NAVY BLUE - RED SWITCH,,KEYBOARD GAMING WIRELESS,FANTECH,TIDAK,0
2023,2504000093,NEW KEYBOARD FANTECH ATOM81 MK875V2 SKY BLUE - BLUE SWITCH,,KEYBOARD GAMING WIRELESS,FANTECH,TIDAK,0
2024,2504000094,NEW KEYBOARD FANTECH ATOM81 MK875V2 SKY BLUE - RED SWITCH,,KEYBOARD GAMING WIRELESS,FANTECH,TIDAK,0
2025,2511000140,NEW KEYBOARD FANTECH ATOM TKL MK876V2 GREY - RED SWITCH,,KEYBOARD GAMING WIRED,FANTECH,TIDAK,2
2026,2503000240,NEW KEYBOARD FANTECH MAXFIT AIR MK915 GREY - BROWN SWITCH,6972661280616,KEYBOARD GAMING WIRELESS,FANTECH,TIDAK,10
2027,2503000232,NEW FANTECH SET COMBO P31 HERO 3IN1 BLACK,,GAMING COMBO WIRED,FANTECH,TIDAK,1
2028,2503000231,NEW FANTECH SET COMBO P51 5IN1 BLACK,6972661286465,GAMING COMBO WIRED,FANTECH,TIDAK,0
2029,2504000082,NEW FANTECH SET COMBO P51 5IN1 PINK,6977052251121,GAMING COMBO WIRED,FANTECH,TIDAK,0
2030,2503000222,NEW FANTECH SET COMBO P51 5IN1 WHITE,,GAMING COMBO WIRED,FANTECH,TIDAK,0
2031,2507000221,NEW KEYBOARD FANTECH K613 FIGHTER TKL II BLACK - FLOATING SWITCH,,KEYBOARD GAMING WIRED,FANTECH,TIDAK,0
2032,2507000222,NEW KEYBOARD FANTECH K613L FIGHTER II BLACK,,KEYBOARD GAMING WIRED,FANTECH,TIDAK,0
2033,2507000223,NEW KEYBOARD FANTECH K613L FIGHTER II PINK,6972661282306,KEYBOARD GAMING WIRED,FANTECH,TIDAK,0
2034,2507000226,NEW KEYBOARD FANTECH MAXPOWER MK853V2 BLACK - BLUE SWITCH,,KEYBOARD GAMING WIRED,FANTECH,TIDAK,0
2035,2507000227,NEW KEYBOARD FANTECH MAXPOWER MK853V2 BLACK - RED SWITCH,,KEYBOARD GAMING WIRED,FANTECH,TIDAK,0
2036,2507000224,NEW KEYBOARD FANTECH MAXPOWER MK853V2 WHITE - BLUE SWITCH,,KEYBOARD GAMING WIRED,FANTECH,TIDAK,0
2037,2507000225,NEW KEYBOARD FANTECH MAXPOWER MK853V2 WHITE - RED SWITCH,6972661282481,KEYBOARD GAMING WIRED,FANTECH,TIDAK,0
2038,2510000047,NEW KEYBOARD FANTECH ATOM63 MK874V2 MIZU SERIES SKY BLUE - BLUE SWITCH,6972661289961,KEYBOARD GAMING WIRED,FANTECH,TIDAK,1
2039,2507000228,NEW KEYBOARD FANTECH MAXFIT61 MK857 BLACK - RED SWITCH,6972661282375,KEYBOARD GAMING WIRELESS,FANTECH,TIDAK,0
2040,2507000217,NEW FANTECH SET COMBO WK893 2IN1 BLACK,,OFFICE COMBO WIRELESS,FANTECH,TIDAK,0
2041,2507000107,NEW KEYBOARD FANTECH ATOM87 MK876V2 SUMI EDITION BLACK - BLUE SWITCH,6972661280104,KEYBOARD GAMING WIRED,FANTECH,TIDAK,2
2042,2510000056,NEW KEYBOARD HP 14-AC ORIGINAL,,SPAREPART LAPTOP,HP,TIDAK,0
2043,2509000018,NEW KEYBOARD HP 14-BW SILVER,,SPAREPART LAPTOP,HP,TIDAK,0
2044,2505000250,NEW KEYBOARD HP FOR SERVIS,,SPAREPART LAPTOP,HP,TIDAK,0
2045,2511000011,NEW KEYBOARD HYPERX ALLOY CORE GAMING RGB BLACK,196188042533,KEYBOARD GAMING WIRED,HYPERX,TIDAK,4
2046,2511000012,NEW KEYBOARD HYPERX ALLOY ORIGINS 60 RGB BLACK - RED SWITCH,196188048948,KEYBOARD GAMING WIRED,HYPERX,TIDAK,1
2047,2511000235,NEW KEYBOARD LAPTOP ASUS FOR SERVICE,,SPAREPART LAPTOP,ASUS,TIDAK,0
2048,2507000270,NEW KEYBOARD LENOVO FLEX5-14ARE05 NO ON/OFF GREY BACKLITE,,SPAREPART LAPTOP,LENOVO,TIDAK,0
2049,2505000138,NEW KEYBOARD LENOVO IDEAPAD 320-14ISK WITH ON/OFF ORIGINAL,,SPAREPART LAPTOP,LENOVO,TIDAK,1
2050,2508000192,NEW KEYBOARD LENOVO THINKPAD E431/E440/T440P WITH TRACKPAD ORIGINAL,,SPAREPART LAPTOP,LENOVO,TIDAK,0
2051,2511000131,NEW KEYBOARD LENOVO YOGA SLIM 7 CARBON 13ITL5 FOR SERVICE,,SPAREPART LAPTOP,LENOVO,TIDAK,0
2052,2506000111,NEW KEYBOARD LOGITECH MK220 WIRELESS COMBO - BLACK,097855077998,OFFICE COMBO WIRELESS,LOGITECH,TIDAK,4
2053,2506000112,NEW KEYBOARD LOGITECH + MOUSE LOGITECH WIRELESS COMBO MK270R,097855105578,OFFICE COMBO WIRELESS,LOGITECH,TIDAK,40
2054,2503000642,NEW KEYBOARD LOGITECH MK540 WIRELESS COMBO - BLACK,,OFFICE COMBO WIRELESS,LOGITECH,TIDAK,0
2055,2503000551,NEW KEYBOARD LOGITECH G213 920-008096 PRODIGY - BLACK,097855123053,KEYBOARD GAMING WIRED,LOGITECH,TIDAK,1
2056,2503000549,NEW KEYBOARD LOGITECH G512 920-008949 CARBON - BLACK - GX BLUE,097855141897,KEYBOARD GAMING WIRED,LOGITECH,TIDAK,2
2057,2503000548,NEW KEYBOARD LOGITECH G512 920-009354 CARBON - BLACK - GX BROWN,097855151728,KEYBOARD GAMING WIRED,LOGITECH,TIDAK,0
2058,2503000550,NEW KEYBOARD LOGITECH G512 920-009372 CARBON - BLACK - GX RED,097855151773,KEYBOARD GAMING WIRED,LOGITECH,TIDAK,3
2059,2503000561,NEW KEYBOARD LOGITECH G515 920-012580 LIGHTSPEED TKL WIRELESS - BLACK - TACTILE,097855193537,KEYBOARD GAMING WIRELESS,LOGITECH,TIDAK,1
2060,2503000562,NEW KEYBOARD LOGITECH G515 920-012581 LIGHTSPEED TKL WIRELESS - WHITE - TACTILE,097855193551,KEYBOARD GAMING WIRELESS,LOGITECH,TIDAK,3
2061,2503000559,NEW KEYBOARD LOGITECH G515 TKL WIRED TACTILE 920-012912 BLACK,,KEYBOARD GAMING WIRED,LOGITECH,TIDAK,2
2062,2503000656,NEW KEYBOARD LOGITECH G713 WHITE GX BROWN TACTILE 920-010427,097855169495,KEYBOARD GAMING WIRED,LOGITECH,TIDAK,3
2063,2503000641,NEW MOUSE AJAZZ AJ179 V2 TITAN - ORANGE,6976412987045,MOUSE GAMING WIRELESS,AJAZZ,TIDAK,3
2064,2503000640,NEW KEYBOARD LOGITECH G713 WHITE GX RED LINEAR 920-010679,,KEYBOARD GAMING WIRED,LOGITECH,TIDAK,2
2065,2509000047,NEW KEYBOARD LOGITECH G413 SE 920-010439 - BLACK,097855168832,KEYBOARD GAMING WIRED,LOGITECH,TIDAK,2
2066,2509000209,NEW KEYBOARD LOGITECH G413 TKL SE 920-010448 - BLACK,097855168863,KEYBOARD GAMING WIRED,LOGITECH,TIDAK,2
2067,2506000029,NEW KEYBOARD LOGITECH K270 WIRELESS - BLACK,097855073921,KEYBOARD OFFICE WIRELESS,LOGITECH,TIDAK,6
2068,2509000216,NEW KEYBOARD LOGITECH K580 920-009210 SLIM WIRELESS - GRAPHITE,097855152220,KEYBOARD OFFICE WIRELESS,LOGITECH,TIDAK,0
2069,2509000218,NEW KEYBOARD LOGITECH K580 920-009211 SLIM WIRELESS - OFF WHITE,097855152237,KEYBOARD OFFICE WIRELESS,LOGITECH,TIDAK,1
2070,2509000217,NEW KEYBOARD LOGITECH K580 920-01132 SLIM WIRELESS - ROSE,097855182531,KEYBOARD OFFICE WIRELESS,LOGITECH,TIDAK,1
2071,2503000643,NEW KEYBOARD LOGITECH MK345 920-012926 COMFORT WIRELESS COMBO - BLACK,097855196613,KEYBOARD OFFICE WIRELESS,LOGITECH,TIDAK,12
2072,2510000201,NEW KEYBOARD LOGITECH MX KEYS S 920-011605 WIRELESS COMBO - GRAPHITE,097855187932,KEYBOARD OFFICE WIRELESS,LOGITECH,TIDAK,0
2073,2504000482,NEW KEYBOARD LOGITECH MX KEYS S 920-011563 WIRELESS - GRAPHITE,097855187864,KEYBOARD OFFICE WIRELESS,LOGITECH,TIDAK,1
2074,2510000202,NEW KEYBOARD LOGITECH MX KEYS S 920-011564 WIRELESS - PALE GREY,097855187895,KEYBOARD OFFICE WIRELESS,LOGITECH,TIDAK,1
2075,2503000155,NEW KEYBOARD LOGITECH PEBBLE KEYS 2 K380S WIRELESS - TONAL ROSE,097855186089,KEYBOARD OFFICE WIRELESS,LOGITECH,TIDAK,0
2076,2506000110,NEW KEYBOARD LOGITECH PEBBLE KEYS 2 K380S WIRELESS - GRAPHITE,097855186010,KEYBOARD OFFICE WIRELESS,LOGITECH,TIDAK,0
2077,2506000109,NEW KEYBOARD LOGITECH PEBBLE KEYS 2 K380S WIRELESS - WHITE,097855186065,KEYBOARD OFFICE WIRELESS,LOGITECH,TIDAK,2
2078,2503000547,NEW KEYBOARD LOGITECH POP ICON KEYS 920-013083 WIRELESS - GRAPHITE,,KEYBOARD OFFICE WIRELESS,LOGITECH,TIDAK,0
2079,2503000544,NEW KEYBOARD LOGITECH POP ICON KEYS 920-013084 WIRELESS - OFF WHITE,,KEYBOARD OFFICE WIRELESS,LOGITECH,TIDAK,0
2080,2503000546,NEW KEYBOARD LOGITECH POP ICON KEYS 920-013085 WIRELESS - ROSE,,KEYBOARD OFFICE WIRELESS,LOGITECH,TIDAK,0
2081,2503000545,NEW KEYBOARD LOGITECH POP ICON KEYS 920-013086 WIRELESS - LILAC,097855199775,KEYBOARD OFFICE WIRELESS,LOGITECH,TIDAK,1
2082,2503000543,NEW KEYBOARD LOGITECH POP KEYS 920-010577 WIRELESS - BLAST YELLOW,097855169945,KEYBOARD OFFICE WIRELESS,LOGITECH,TIDAK,4
2083,2503000542,NEW KEYBOARD LOGITECH POP KEYS 920-010578 WIRELESS - DAYDREAM MINT,,KEYBOARD OFFICE WIRELESS,LOGITECH,TIDAK,0
2084,2503000552,NEW KEYBOARD LOGITECH MK295 SILENT WIRELESS COMBO - BLACK,,OFFICE COMBO WIRELESS,LOGITECH,TIDAK,20
2085,2504000149,NEW FANTECH SET COMBO GO MOCHI85 WK898 2IN1 - BLUE,6977052251374,GAMING COMBO WIRELESS,FANTECH,TIDAK,2
2086,2504000150,NEW FANTECH SET COMBO GO MOCHI85 WK898 2IN1 - PINK,6977052251367,GAMING COMBO WIRELESS,FANTECH,TIDAK,0
2087,2504000151,NEW FANTECH SET COMBO GO MOCHI85 WK898 2IN1 - PURPLE,6977052251381,GAMING COMBO WIRELESS,FANTECH,TIDAK,3
2088,2504000152,NEW FANTECH SET COMBO GO MOCHI85 WK898 2IN1 - YELLOW,6977052251350,GAMING COMBO WIRELESS,FANTECH,TIDAK,2
2089,2505000226,NEW FANTECH COMBO KM103 BLACK,,OFFICE COMBO WIRED,FANTECH,YA,0
2090,2504000153,NEW FANTECH SET COMBO GO MOCHI101 WK899 2IN1 - BLUE,6977052251411,GAMING COMBO WIRELESS,FANTECH,TIDAK,2
2091,2504000154,NEW FANTECH SET COMBO GO MOCHI101 WK899 2IN1 - PINK,6977052251404,GAMING COMBO WIRELESS,FANTECH,TIDAK,0
2092,2504000155,NEW FANTECH SET COMBO GO MOCHI101 WK899 2IN1 - PURPLE,6977052251428,GAMING COMBO WIRELESS,FANTECH,TIDAK,2
2093,2504000156,NEW FANTECH SET COMBO GO MOCHI101 WK899 2IN1 - YELLOW,6977052251398,GAMING COMBO WIRELESS,FANTECH,TIDAK,4
2094,2505000163,NEW OLIKE SET COMBO KMS1 2IN1 WIRELESS - BLACK,8990049004782,KEYBOARD OFFICE WIRELESS,OLIKE,TIDAK,1
2095,2505000164,NEW OLIKE SET COMBO KMS2 2IN1 WIRED - BLACK,,KEYBOARD OFFICE WIRED,OLIKE,TIDAK,0
2096,2506000045,NEW KEYBOARD NB LENOVO IDEAPAD 3 14 GL05 FOR SERVICE,,SPAREPART LAPTOP,LENOVO,TIDAK,0
2097,2505000162,NEW KEYBOARD OLIKE K1 WIRED - BLACK,8990049005437,KEYBOARD OFFICE WIRED,OLIKE,TIDAK,0
2098,2503000541,NEW KEYBOARD POP KEYS 920-010579 HEARTBREAKER ROSE,,KEYBOARD OFFICE WIRELESS,LOGITECH,TIDAK,0
2099,2503000540,NEW KEYBOARD POP KEYS 920-011227 COSMOS LAVENDER,,KEYBOARD OFFICE WIRELESS,LOGITECH,TIDAK,0
2100,2510000203,"NEW KEYBOARD PROTECTOR 14""",2510000203,KEYBOARD PROTECTOR,,TIDAK,0
2101,2510000204,"NEW KEYBOARD PROTECTOR 15""",2510000204,KEYBOARD PROTECTOR,,TIDAK,3
2102,2504000182,NEW KEYBOARD RAZER BLACKWIDOW V3 TKL - BLACK - YELLOW SWITCH,8886419347118,KEYBOARD GAMING WIRED,RAZER,TIDAK,0
2103,2504000183,NEW KEYBOARD RAZER BLACKWIDOW V4 X MECHANICAL GAMING - BLACK - YELLOW SWITCH,8887910072868,KEYBOARD GAMING WIRED,RAZER,TIDAK,0
2104,2506000100,NEW KEYBOARD RAZER HUNTSMAN MINI PURPLE SWITCH - BLACK,8886419345732,KEYBOARD GAMING WIRED,RAZER,TIDAK,1
2105,2506000101,NEW KEYBOARD RAZER HUNTSMAN MINI RED SWITCH - BLACK,8886419345749,KEYBOARD GAMING WIRED,RAZER,TIDAK,0
2106,2506000103,NEW KEYBOARD RAZER HUNTSMAN V2 - BLACK - PURPLE SWITCH,,KEYBOARD GAMING WIRED,RAZER,TIDAK,0
2107,2506000102,NEW KEYBOARD RAZER HUNTSMAN V2 - BLACK - RED SWITCH,8886419347439,KEYBOARD GAMING WIRED,RAZER,TIDAK,0
2108,2504000185,NEW KEYBOARD RAZER HUNTSMAN V3 PRO MINI - BLACK,,KEYBOARD GAMING WIRED,RAZER,TIDAK,0
2109,2504000184,NEW KEYBOARD RAZER HUNTSMAN V3 PRO TENKEYLESS WHITE,8887910073490,KEYBOARD GAMING WIRED,RAZER,TIDAK,2
2110,2506000104,NEW KEYBOARD RAZER ORNATA V3 TKL - BLACK,2506000104,KEYBOARD GAMING WIRED,RAZER,TIDAK,2
2111,2504000180,NEW KEYBOARD RAZER ORNATA V3 X LOW PROFILE - BLACK,,KEYBOARD GAMING WIRED,RAZER,TIDAK,0
2112,2505000155,NEW KEYBOARD RAZER DEATHSTALKER V2 PRO TKL WIRELESS OPTICAL GAMING - BLACK,,KEYBOARD GAMING WIRELESS,RAZER,TIDAK,0
2113,2510000238,NEW KEYBOARD REXUS AETHER A65 - KTT WHITE SWITCH,6991004464018,KEYBOARD GAMING WIRELESS,REXUS,TIDAK,0
2114,2510000239,NEW KEYBOARD REXUS AETHER A75 - KTT WHITE SWITCH,6991004465015,KEYBOARD GAMING WIRELESS,REXUS,TIDAK,1
2115,2510000240,NEW KEYBOARD REXUS AETHER A98 - KTT WHITE SWITCH,6991004466012,KEYBOARD GAMING WIRELESS,REXUS,TIDAK,2
2116,2510000209,NEW KEYBOARD REXUS BATTLEFIRE K65M BLACK,6991003309013,KEYBOARD GAMING WIRED,REXUS,TIDAK,4
2117,2510000210,NEW KEYBOARD REXUS BATTLEFIRE K65M WHITE,6991003310026,KEYBOARD GAMING WIRED,REXUS,TIDAK,10
2118,2509000272,NEW KEYBOARD REXUS MOSAIC KB02 WHITE,6992002224727,KEYBOARD OFFICE WIRELESS,REXUS,TIDAK,8
2119,2510000221,NEW REXUS SET COMBO AYAKA SERIES KG7 2IN1 FUKENRO - BROWN SWITCH,6991011387997,KEYBOARD GAMING WIRED,REXUS,TIDAK,1
2120,2510000224,NEW REXUS SET COMBO AYAKA SERIES KG10 2IN1 KISHA - BROWN SWITCH,6991011396999,KEYBOARD GAMING WIRED,REXUS,TIDAK,2
2121,2510000223,NEW REXUS SET COMBO AYAKA SERIES KG9 2IN1 SHORAI - BROWN SWITCH,6991011393998,KEYBOARD GAMING WIRED,REXUS,TIDAK,2
2122,2510000222,NEW REXUS SET COMBO AYAKA SERIES KG8 2IN1 YUKO - BROWN SWITCH,6991011390997,KEYBOARD GAMING WIRED,REXUS,TIDAK,4
2123,2510000218,NEW KEYBOARD REXUS HEROIC KX4 V2 TKL DARK GREY - BROWN SWITCH,6991003449221,KEYBOARD GAMING WIRED,REXUS,TIDAK,16
2124,2510000217,NEW KEYBOARD REXUS HEROIC KX4 V2 TKL DARK GREY - RED SWITCH,6991003450227,KEYBOARD GAMING WIRED,REXUS,TIDAK,2
2125,2510000216,NEW KEYBOARD REXUS HEROIC KX4 V2 TKL GREY - BROWN SWITCH,,KEYBOARD GAMING WIRED,REXUS,TIDAK,0
2126,2510000215,NEW KEYBOARD REXUS HEROIC KX4 V2 TKL GREY - RED SWITCH,,KEYBOARD GAMING WIRED,REXUS,TIDAK,0
2127,2510000220,NEW KEYBOARD REXUS HEROIC KX4 V2 TKL LIGHT GREY - BROWN SWITCH,6991003452214,KEYBOARD GAMING WIRED,REXUS,TIDAK,8
2128,2510000219,NEW KEYBOARD REXUS HEROIC KX4 V2 TKL LIGHT GREY - RED SWITCH,6991003453211,KEYBOARD GAMING WIRED,REXUS,TIDAK,12
2129,2510000212,NEW KEYBOARD REXUS HEROIC KX5 V2 DARK GREY - BROWN SWITCH,6991003455222,KEYBOARD GAMING WIRED,REXUS,TIDAK,0
2130,2510000211,NEW KEYBOARD REXUS HEROIC KX5 V2 DARK GREY - RED SWITCH,6991003456229,KEYBOARD GAMING WIRED,REXUS,TIDAK,0
2131,2510000214,NEW KEYBOARD REXUS HEROIC KX5 V2 LIGHT GREY - BROWN SWITCH,6991003458216,KEYBOARD GAMING WIRED,REXUS,TIDAK,0
2132,2510000213,NEW KEYBOARD REXUS HEROIC KX5 V2 LIGHT GREY - RED SWITCH,6991003459213,KEYBOARD GAMING WIRED,REXUS,TIDAK,0
2133,2510000207,NEW REXUS SET COMBO KM8 2IN1 BLACK,6992003177015,OFFICE COMBO WIRELESS,REXUS,TIDAK,0
2134,2510000208,NEW REXUS SET COMBO KM8 2IN1 WHITE,6992003225020,OFFICE COMBO WIRELESS,REXUS,TIDAK,0
2135,2505000207,NEW KEYBOARD REXUS LEGIONARE MX5.2 TKL OCEAN BLUE - BLUE SWITCH,,KEYBOARD GAMING WIRED,REXUS,TIDAK,0
2136,2507000245,NEW KEYBOARD XIAOMI REDMI CASE SET,,,XIAOMI,TIDAK,0
2137,2504000385,NEW KIT THERMALTAKE CHASSIS STAND KIT FOR THE TOWER 300 BLACK - AC-069-OO1NAN-A1,4711475642454,CHASSIS STAND KIT,THERMALTAKE,TIDAK,2
2138,2504000388,NEW KIT THERMALTAKE CHASSIS STAND KIT FOR THE TOWER 600 - BLACK - AC-070-OO1NAN-A1,4711475645264,CHASSIS STAND KIT,THERMALTAKE,TIDAK,1
2139,2504000389,NEW KIT THERMALTAKE CHASSIS STAND KIT FOR THE TOWER 600 - SNOW - AC-070-OO2NAN-A1,,CHASSIS STAND KIT,THERMALTAKE,TIDAK,1
2140,2509000122,NEW KONVERTER UGREEN AUDIO 3.5MM TO LIGHTNING 30759 10CM - WHITE,6957303837595,CONVERTER AUDIO,UGREEN,TIDAK,4
2141,2509000123,NEW KONVERTER UGREEN AUDIO 3.5MM TO LIGHTNING 30756 10CM - BLACK,6957303837564,CONVERTER AUDIO,UGREEN,TIDAK,1
2142,2509000179,NEW KONVERTER UGREEN USB-C TO GIGABIT ETHERNET 50737 - GRAY,6957303857371,CONVERTER USB A+C TO LAN,UGREEN,TIDAK,0
2143,2509000178,NEW KONVERTER UGREEN USB 3.0 TO GIGABIT ETHERNET 15636 - GRAY,,CONVERTER USB A TO LAN,UGREEN,TIDAK,0
2144,2509000171,NEW KONVERTER UGREEN HDMI TO VGA 40253 - BLACK,6957303842537,CONVERTER HDMI TO VGA,UGREEN,TIDAK,0
2145,2509000169,NEW CAPTURE CARD HDMI 2 IN 1 UGREEN 40189 - BLACK,6957303841899,CONVERTER C+A TO HDMI,UGREEN,TIDAK,1
2146,2509000126,NEW USB HUB UGREEN TYPE-C 15395 4 IN 1 - BLACK,6941876213955,USB HUB (DOCKING STATION),UGREEN,TIDAK,0
2147,2509000133,NEW KONVERTER UGREEN TYPE-C TO 2.5INCH SATA 50CM - 70610,6957303876105,CONVERTER C TO SATA,UGREEN,TIDAK,8
2148,2509000168,NEW KONVERTER UGREEN USB-C TO HDMI + VGA 30843 - WHITE,,CONVERTER C TO HDMI+VGA,UGREEN,TIDAK,0
2149,2506000050,NEW KONVERTER VENTION HDMI BI-DIRECTION SWITCHER 2 PORT AFUH0 - SILVER,6922794743731,HDMI SWITCH,VENTION,TIDAK,1
2150,2506000051,NEW KABEL USB VENTION USB-C TO MINI-B COWBG 1.5M - BLACK,6922794755970,KABEL DATA USB C TO MINI B,VENTION,TIDAK,4
2151,2506000052,NEW KABEL USB VENTION USB-C TO MINI-B COWBH 2M - BLACK,6922794755987,KABEL DATA USB C TO MINI B,VENTION,TIDAK,5
2152,2506000053,NEW KONVERTER VENTION USB 3.0 A Male to C Male Cable 1.5M Black PVC Type COZBG,2506000053,KABEL DATA USB A TO C,VENTION,TIDAK,1
2153,2509000125,NEW ADAPTER UGREEN USB-C TO 3.5MM AUDIO 60164 - BLACK,6957303861644,CONVERTER AUDIO,UGREEN,TIDAK,0
2154,2510000059,NEW KURSI COUGAR ARMOR EVO S - GOLD,,KURSI GAMING,COUGAR,TIDAK,0
2155,2505000007,NEW KURSI COUGAR ARMOR EVO S - ORANGE,,KURSI GAMING,COUGAR,TIDAK,0
2156,2510000058,NEW KURSI COUGAR ARMOR ONE BLACK,4715302440770,KURSI GAMING,COUGAR,TIDAK,1
2157,2507000255,NEW KURSI COUGAR ARMOR ONE X,,KURSI GAMING,COUGAR,TIDAK,0
2158,2507000257,NEW KURSI COUGAR COUGAR GAMING ARMOR ONE SKY BLUE,,KURSI GAMING,COUGAR,TIDAK,0
2159,2510000062,NEW KURSI COUGAR FIDOM SOFA - BLACK ORANGE,,KURSI GAMING,COUGAR,TIDAK,2
2160,2510000063,NEW KURSI COUGAR FIDOM SOFA - GREY ORANGE,,KURSI GAMING,COUGAR,TIDAK,1
2161,2505000012,NEW KURSI COUGAR FUSION SF GAMING CHAIR,4710483775185,KURSI GAMING,COUGAR,TIDAK,1
